	Unnamed: 0_x	person_id	arrest_id_x	charge_degree	offense_category	arrest_date_event	Unnamed: 0_y	arrest_id_y	age_at_arrest	sex	race	arrest_date_univ	y	current_charge_felony	num_fel_arrests_last_year
2337	5604	74726	3999938	misdemeanor	drug	2018-04-04	887	3646741	26.556164383561644	M	Black	2018-06-06	0	0	0
3549	3780	260781	4001852	misdemeanor	property	2018-04-04	589	3059137	19.3972602739726	M	Black	2018-09-07	1	0	0
5109	4525	1065449	12006508	misdemeanor	other	2018-04-04	635	6236432	32.635616438356166	M	White	2017-01-13	0	0	1
5108	4496	1065449	3997073	misdemeanor	other	2018-04-04	635	6236432	32.635616438356166	M	White	2017-01-13	0	0	1
5485	2322	1244695	3993071	misdemeanor	drug	2018-04-05	211	3046602	45.02739726027397	F	White	2018-09-10	1	0	1
3862	5644	342986	3993568	misdemeanor	property	2018-04-05	427	3234875	50.80821917808219	M	Black	2018-08-02	1	0	1
2708	1271	83127	3991676	felony	violent	2018-04-05	890	6186016	21.172602739726027	M	Black	2017-01-28	1	1	3
4095	2537	539268	3993384	misdemeanor	property	2018-04-05	626	3993384	44.24383561643835	M	White	2018-04-05	0	0	0
3910	672	351066	3991005	felony	other	2018-04-05	255	6956199	32.8054794520548	M	White	2016-06-13	1	1	0
2795	4952	84823	3991882	felony	drug	2018-04-05	400	2922877	24.0	M	Black	2018-10-02	1	1	0
3914	4568	351066	3991004	felony	other	2018-04-05	255	6956199	32.8054794520548	M	White	2016-06-13	1	1	0
3941	4567	358578	3991088	felony	other	2018-04-05	423	2511968	38.64109589041096	M		2018-12-19	1	1	0
6240	3199	2572349	3990322	misdemeanor	property	2018-04-06	221	3411394	39.00821917808219	F	White	2018-07-18	0	0	0
3110	3779	98350	3989749	misdemeanor	other	2018-04-06	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
1818	4415	58583	3982258	felony	drug	2018-04-07	266	3982258	27.813698630136987	M	Black	2018-04-07	1	1	1
35	1267	2326	3980714	felony	drug	2018-04-08	807	7591648	31.378082191780823	M	Black	2016-01-06	1	1	0
1669	1005	56410	3980792	misdemeanor	property	2018-04-08	741	4937826	33.4027397260274	M	Black	2017-10-27	0	0	0
1503	5104	50867	3972450	misdemeanor	drug	2018-04-09	944	5473408	20.72876712328767	M	Black	2017-07-21	0	0	3
2451	5541	77608	3966313	misdemeanor	property	2018-04-10	934	4613060	36.35890410958904	F	White	2017-12-20	1	0	0
535	842	19626	3964614	misdemeanor	violent	2018-04-10	263	4180689	21.15890410958904	F	mixed	2018-03-14	1	0	2
534	831	19626	3964613	misdemeanor	violent	2018-04-10	263	4180689	21.15890410958904	F	mixed	2018-03-14	1	0	2
5425	1925	1137620	3965546	misdemeanor	property	2018-04-10	845	3130830	33.10958904109589	M	Black	2018-08-24	1	0	0
5917	2234	1602937	3957343	misdemeanor	drug	2018-04-11	240	4143130	44.59452054794521	F	White	2018-03-21	0	0	0
3465	6162	239629	3962327	felony	drug	2018-04-11	547	5585793	27.71780821917808	M	Black	2017-06-27	0	1	1
1278	839	44159	3947994	misdemeanor	drug	2018-04-12	531	4537309	38.42465753424658	M	Black	2018-01-09	0	0	0
5259	5846	1113786	3952684	felony	other	2018-04-12	620	7061405	21.46027397260274	F	Black	2016-05-13	0	1	0
1692	2020	56410	3948662	misdemeanor	property	2018-04-12	741	4937826	33.4027397260274	M	Black	2017-10-27	0	0	0
731	2613	25670	3949162	misdemeanor	drug	2018-04-12	690	3949162	35.26301369863014	F	Black	2018-04-12	0	0	0
5427	1927	1137620	3948728	misdemeanor	property	2018-04-12	845	3130830	33.10958904109589	M	Black	2018-08-24	1	0	0
4298	4269	736961	3945139	misdemeanor	violent	2018-04-13	886	3945139	42.65205479452055	F	Black	2018-04-13	0	0	0
3557	6069	264201	3945921	misdemeanor	other	2018-04-13	279	3945921	46.17260273972602	M	Black	2018-04-13	0	0	0
3315	6180	189625	3945939	misdemeanor	drug	2018-04-13	551	3945939	30.747945205479454	M	mixed	2018-04-13	0	0	0
1490	5009	50827	3942835	misdemeanor	drug	2018-04-13	716	5665899	21.778082191780825	M	Black	2017-06-08	1	0	2
5099	243	1065333	12006104	misdemeanor	violent	2018-04-14	819	3940175	19.42739726027397	F	White	2018-04-14	1	0	0
2130	4572	69058	3940193	misdemeanor	other	2018-04-14	402	7255033	49.24931506849315	F	mixed	2016-04-10	1	0	0
5876	1429	1543625	3940404	misdemeanor	violent	2018-04-14	441	4283852	56.85753424657534	M	Black	2018-02-25	0	0	0
5098	219	1065333	3940175	misdemeanor	violent	2018-04-14	819	3940175	19.42739726027397	F	White	2018-04-14	1	0	0
3597	374	306222	3939111	felony	other	2018-04-15	409	6809493	24.671232876712327	M	Black	2016-07-26	1	1	0
3599	2687	306222	3939319	felony	violent	2018-04-15	409	6809493	24.671232876712327	M	Black	2016-07-26	1	1	0
2552	3187	79198	3940150	misdemeanor	drug	2018-04-15	813	3433327	28.265753424657536	M	White	2018-07-15	1	0	0
3924	318	355986	3924650	misdemeanor	violent	2018-04-16	720	3924651	33.83561643835616	F	White	2018-04-16	0	0	0
4466	1021	909315	3926165	misdemeanor	violent	2018-04-16	410	4524392	22.035616438356165	M	Black	2018-01-11	0	0	0
2551	3184	79198	3935936	felony	property	2018-04-16	813	3433327	28.265753424657536	M	White	2018-07-15	1	1	0
4624	2032	929734	3928150	misdemeanor	property	2018-04-16	297	2971473	40.465753424657535	M	White	2018-09-24	0	0	0
1704	5195	56410	3927289	misdemeanor	property	2018-04-16	741	4937826	33.4027397260274	M	Black	2017-10-27	0	0	0
5919	2238	1602937	3928841	misdemeanor	drug	2018-04-16	240	4143130	44.59452054794521	F	White	2018-03-21	0	0	0
3925	319	355986	3924651	misdemeanor	violent	2018-04-16	720	3924651	33.83561643835616	F	White	2018-04-16	0	0	0
2672	4393	82486	3916562	felony	violent	2018-04-17	186	5256465	25.63013698630137	M	Black	2017-09-01	0	1	3
4195	6171	586087	3914179	misdemeanor	drug	2018-04-18	301	4497239	31.265753424657536	M	Black	2018-01-17	0	0	0
943	2480	27836	3911066	misdemeanor	other	2018-04-18	576	6766557	36.69041095890411	M	White	2016-08-09	1	0	0
5032	4457	1060589	3907166	misdemeanor	other	2018-04-19	199	4941565	28.134246575342463	M	Black	2017-10-27	0	0	0
2440	5586	77276	3904219	misdemeanor	drug	2018-04-19	94	6096501	42.9041095890411	M	Black	2017-02-19	0	0	1
2327	2818	74726	3904422	misdemeanor	property	2018-04-19	887	3646741	26.556164383561644	M	Black	2018-06-06	0	0	0
5843	4445	1516499	3903305	felony	property	2018-04-19	39	4469015	63.25479452054795	M	White	2018-01-22	0	1	1
3856	4559	342986	3901109	felony	property	2018-04-19	427	3234875	50.80821917808219	M	Black	2018-08-02	1	1	1
4658	5060	940651	3902088	misdemeanor	other	2018-04-19	601	3015248	40.293150684931504	F	mixed	2018-09-15	0	0	0
991	5471	28710	3904095	felony	drug	2018-04-19	486	3904095	20.75068493150685	M	Black	2018-04-19	1	1	0
3043	3771	92826	3899449	misdemeanor	other	2018-04-20	746	6037598	40.84657534246576	M	Black	2017-03-07	0	0	0
5418	1872	1137620	3896329	misdemeanor	property	2018-04-20	845	3130830	33.10958904109589	M	Black	2018-08-24	1	0	0
2032	474	66832	3894432	felony	violent	2018-04-20	892	4100820	33.62465753424657	M	Black	2018-03-28	0	1	1
4950	2809	1039918	3897452	misdemeanor	drug	2018-04-20	735	3743125	43.69315068493151	F	White	2018-05-18	0	0	0
2143	479	69085	3894540	misdemeanor	drug	2018-04-20	749	4131834	48.67671232876712	M	White	2018-03-23	0	0	0
2400	2814	76733	3897461	misdemeanor	drug	2018-04-20	48	4573842	27.47945205479452	F	White	2017-12-30	0	0	1
2401	2817	76733	3897460	misdemeanor	property	2018-04-20	48	4573842	27.47945205479452	F	White	2017-12-30	0	0	1
4831	1020	1000343	3895575	misdemeanor	violent	2018-04-20	283	3895575	22.04931506849315	F	Black	2018-04-20	0	0	2
2385	5615	75570	3897404	misdemeanor	property	2018-04-20	677	4741552	26.2027397260274	M	White	2017-11-28	0	0	0
5811	5149	1499514	3892526	misdemeanor	other	2018-04-21	758	3892526	37.345205479452055	F	Asian	2018-04-21	0	0	0
3533	6051	256881	3893652	misdemeanor	other	2018-04-21	705	3893652	36.76712328767123	F	Black	2018-04-21	0	0	0
5712	6265	1352734	3891017	misdemeanor	other	2018-04-22	265	5598626	28.86575342465753	M	White	2017-06-23	0	0	0
5840	1660	1516491	3883882	misdemeanor	violent	2018-04-23	83	4780246	29.389041095890413	M	Other	2017-11-20	0	0	0
4951	5585	1039918	3885604	misdemeanor	property	2018-04-23	735	3743125	43.69315068493151	F	White	2018-05-18	0	0	0
1729	1004	57158	3882249	misdemeanor	violent	2018-04-23	168	3882249	29.983561643835618	M	Black	2018-04-23	0	0	0
5433	2031	1137620	3883563	misdemeanor	property	2018-04-23	845	3130830	33.10958904109589	M	Black	2018-08-24	1	0	0
4918	5052	1022206	3875161	misdemeanor	drug	2018-04-24	202	3126042	31.36164383561644	M	Black	2018-08-26	0	0	0
6313	5603	2880190	3877005	misdemeanor	drug	2018-04-24	446	3877005	20.30958904109589	M	Black	2018-04-24	0	0	0
1960	6	65387	3874241	misdemeanor	other	2018-04-24	392	7194627	18.813698630136987	M	Black	2016-04-26	1	0	0
3408	6183	228565	3878948	misdemeanor	property	2018-04-24	799	7208240	19.350684931506848	M	Black	2016-04-21	0	0	0
4477	1003	909645	3875011	misdemeanor	violent	2018-04-24	490	5568205	61.298630136986304	F	Black	2017-06-30	0	0	0
3457	6184	238381	3879437	misdemeanor	property	2018-04-24	121	5854343	19.65753424657534	F	Black	2017-04-22	0	0	1
6369	4170	3097517	3878383	misdemeanor	violent	2018-04-24	215	3864977	37.23561643835617	M		2018-04-26	0	0	1
5998	5347	1696565	3876566	misdemeanor	property	2018-04-24	45	3876566	42.41095890410959	F	Black	2018-04-24	0	0	0
1635	2270	55857	3868802	misdemeanor	violent	2018-04-25	434	6102845	27.07945205479452	F	White	2017-02-17	0	0	0
5148	3353	1072559	3871997	misdemeanor	property	2018-04-25	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
6511	4266	3605472	3869807	felony	other	2018-04-25	228	3869807	21.052054794520547	F	Black	2018-04-25	0	1	0
6370	6322	3097517	3864977	misdemeanor	other	2018-04-26	215	3864977	37.23561643835617	M		2018-04-26	0	0	1
6198	5885	2508428	3866854	misdemeanor	other	2018-04-26	68	5769400	35.37808219178082	M	White	2017-05-16	0	0	0
3449	6154	235227	3865544	misdemeanor	drug	2018-04-26	317	5726487	39.8986301369863	F	Black	2017-05-27	0	0	0
2793	4807	84823	3862328	felony	drug	2018-04-26	400	2922877	24.0	M	Black	2018-10-02	1	1	1
3247	3778	131507	3866208	misdemeanor	property	2018-04-26	919	6995889	31.076712328767123	M	mixed	2016-06-01	0	0	0
3885	5158	344444	3862798	misdemeanor	property	2018-04-26	270	4865164	27.265753424657536	M	Black	2017-11-06	1	0	0
1502	5005	50867	3855366	misdemeanor	drug	2018-04-27	944	5473408	20.72876712328767	M	Black	2017-07-21	0	0	3
5097	254	1065214	12006021	misdemeanor	violent	2018-04-27	955	12006021	35.41917808219178	F	White	2018-04-27	0	0	0
5096	166	1065214	3854593	misdemeanor	violent	2018-04-27	955	12006021	35.41917808219178	F	White	2018-04-27	0	0	0
5150	3355	1072559	3860898	misdemeanor	property	2018-04-27	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
6366	4093	3097517	3853796	misdemeanor	property	2018-04-28	215	3864977	37.23561643835617	M		2018-04-26	0	0	1
1695	2037	56410	3853279	misdemeanor	property	2018-04-28	741	4937826	33.4027397260274	M	Black	2017-10-27	0	0	0
1424	4569	48528	3851361	misdemeanor	drug	2018-04-29	155	3851361	25.53972602739726	M	White	2018-04-29	0	0	0
1159	4167	35369	3852105	felony	violent	2018-04-29	709	3852105	48.42739726027397	F	Black	2018-04-29	0	1	0
4447	1019	908756	3851475	misdemeanor	violent	2018-04-29	350	7027943	35.915068493150685	M	Black	2016-05-21	0	0	1
3743	386	336042	3851368	misdemeanor	other	2018-04-29	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	1
4892	1930	1009164	3848582	misdemeanor	property	2018-04-30	804	7293010	26.153424657534245	M	Black	2016-03-30	0	0	0
3539	1018	259056	3847443	misdemeanor	violent	2018-04-30	59	4219078	40.772602739726025	M	Black	2018-03-08	0	0	1
6277	5386	2792559	3848838	misdemeanor	violent	2018-04-30	614	6313370	50.71780821917808	M	White	2016-12-21	0	0	0
5552	2690	1295291	3848994	misdemeanor	drug	2018-04-30	347	7149171	37.394520547945206	M	White	2016-05-09	1	0	0
2461	0	78786	3835604	felony	property	2018-05-01	479	6645202	24.15068493150685	M	White	2016-09-12	0	1	2
923	6476	27558	3843513	misdemeanor	other	2018-05-01	54	4448872	37.512328767123286	M	Black	2018-01-25	0	0	0
4945	5199	1039827	3839724	misdemeanor	other	2018-05-01	361	3839724	22.438356164383563	M	Black	2018-05-01	0	0	0
3946	321	359972	3836808	misdemeanor	violent	2018-05-01	16	3836808	27.076712328767123	F	Black	2018-05-01	0	0	0
2462	1	78786	11999735	felony	property	2018-05-01	479	6645202	24.15068493150685	M	White	2016-09-12	0	1	2
4944	5198	1039827	3839725	misdemeanor	other	2018-05-01	361	3839724	22.438356164383563	M	Black	2018-05-01	0	0	0
1049	2354	32255	3831998	felony	property	2018-05-02	984	5773028	42.42191780821918	F	White	2017-05-15	0	1	1
625	2403	23004	3832000	misdemeanor	property	2018-05-02	103	5232450	55.75890410958904	M	White	2017-09-07	0	0	0
627	5385	23004	3831999	misdemeanor	property	2018-05-02	103	5232450	55.75890410958904	M	White	2017-09-07	0	0	0
4876	2115	1009066	3832802	misdemeanor	violent	2018-05-02	67	5067540	20.96712328767123	M	Black	2017-10-04	0	0	2
5033	5310	1060589	3831793	misdemeanor	other	2018-05-02	199	4941565	28.134246575342463	M	Black	2017-10-27	0	0	0
4306	6164	742629	3828636	felony	property	2018-05-03	79	3828636	22.02465753424657	M	Black	2018-05-03	1	1	0
2359	3134	75450	3829324	misdemeanor	property	2018-05-03	81	7462166	53.10410958904109	M	White	2016-02-16	0	0	1
6271	2237	2757019	3826739	misdemeanor	other	2018-05-03	994	7477228	20.542465753424658	M	White	2016-02-10	0	0	0
5621	5477	1307676	3827035	misdemeanor	other	2018-05-03	383	6704112	35.09315068493151	M	White	2016-08-26	0	0	0
5159	3376	1072559	3829446	misdemeanor	property	2018-05-03	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
6263	5698	2641039	3829189	misdemeanor	other	2018-05-03	501	3829189	32.08767123287672	F	White	2018-05-03	0	0	0
66	1929	2870	3819130	misdemeanor	property	2018-05-04	290	3819130	38.43835616438356	M	White	2018-05-04	0	0	0
6253	3129	2594951	3824510	misdemeanor	violent	2018-05-04	515	3824510	19.32602739726028	M		2018-05-04	0	0	0
1330	5394	46047	3820351	felony	property	2018-05-04	334	7023735	31.136986301369863	M	White	2016-05-23	1	1	1
5865	5012	1535214	3818798	misdemeanor	drug	2018-05-04	496	2905661	51.038356164383565	M	Black	2018-10-05	0	0	0
1558	2683	51576	3820622	misdemeanor	other	2018-05-04	159	3138306	52.04657534246575	M	Black	2018-08-23	0	0	0
2282	2866	74595	3820802	misdemeanor	other	2018-05-04	148	2568623	38.24109589041096	M	Black	2018-12-10	0	0	0
989	2481	28710	3820545	felony	drug	2018-05-04	486	3904095	20.75068493150685	M	Black	2018-04-19	0	1	1
1344	2402	46101	3815954	misdemeanor	drug	2018-05-05	585	2788963	46.00547945205479	M	White	2018-10-29	0	0	0
3305	6065	184560	3816817	misdemeanor	violent	2018-05-05	488	2790886	45.42739726027397	M	Black	2018-10-29	0	0	0
4272	6475	720250	3816256	misdemeanor	other	2018-05-05	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
5848	5003	1518057	3815617	misdemeanor	drug	2018-05-05	161	3815617	24.646575342465752	M	Black	2018-05-05	0	0	0
2625	1017	81823	3806430	misdemeanor	violent	2018-05-07	809	3806430	34.8986301369863	M		2018-05-07	0	0	0
6365	4092	3097517	3811420	misdemeanor	property	2018-05-07	215	3864977	37.23561643835617	M		2018-04-26	0	0	1
2703	844	83127	3806457	felony	violent	2018-05-07	890	6186016	21.172602739726027	M	Black	2017-01-28	0	1	4
6311	2867	2879059	3800826	misdemeanor	violent	2018-05-08	668	7203402	20.98630136986301	F	Black	2016-04-22	0	0	0
4301	6163	741080	3802665	felony	other	2018-05-08	645	3802665	65.33972602739726	M	Black	2018-05-08	0	1	0
4458	4915	908756	3798799	misdemeanor	property	2018-05-08	350	7027943	35.915068493150685	M	Black	2016-05-21	0	0	1
900	6474	27382	3795860	misdemeanor	other	2018-05-09	75	7381538	26.56438356164384	M	Black	2016-03-07	1	0	0
5048	3308	1061804	3797438	misdemeanor	drug	2018-05-09	355	7382549	28.82191780821918	M	White	2016-03-07	0	0	0
878	6473	27249	3795632	misdemeanor	other	2018-05-09	960	6478529	22.87945205479452	M	Black	2016-11-01	1	0	0
1390	379	48080	3784967	misdemeanor	drug	2018-05-10	512	6445341	38.95890410958904	M	Black	2016-11-11	1	0	0
1817	4401	58583	3785280	felony	drug	2018-05-10	266	3982258	27.813698630136987	M	Black	2018-04-07	0	1	2
1852	843	60347	3785730	felony	drug	2018-05-10	463	3372243	44.915068493150685	M	Black	2018-07-25	1	1	1
94	1731	4741	3786337	felony	property	2018-05-10	421	4609251	33.49589041095891	M	White	2017-12-21	0	1	1
695	4433	25110	3787339	misdemeanor	drug	2018-05-10	449	3787339	22.95616438356164	M	Black	2018-05-10	1	0	2
3560	3531	265085	3783442	misdemeanor	property	2018-05-11	541	3232676	43.10410958904109	M	Black	2018-08-03	0	0	0
1293	5051	44850	3778372	misdemeanor	drug	2018-05-11	258	3778372	22.284931506849315	M	Black	2018-05-11	0	0	0
4271	6472	720250	3781896	misdemeanor	other	2018-05-11	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
4963	2399	1052139	3779889	misdemeanor	property	2018-05-11	891	6537189	48.367123287671234	M	White	2016-10-14	0	0	0
4964	2401	1052139	3779888	misdemeanor	drug	2018-05-11	891	6537189	48.367123287671234	M	White	2016-10-14	0	0	0
5969	5734	1633210	3775181	misdemeanor	property	2018-05-13	349	3775181	26.731506849315068	M	Black	2018-05-13	0	0	0
5447	5004	1171048	3774133	misdemeanor	drug	2018-05-13	683	3774134	32.556164383561644	F	Black	2018-05-13	0	0	0
5446	5002	1171048	3774134	misdemeanor	drug	2018-05-13	683	3774134	32.556164383561644	F	Black	2018-05-13	0	0	0
1033	4659	29542	3764252	misdemeanor	property	2018-05-14	881	4668826	28.698630136986303	F	White	2017-12-09	0	0	0
5118	4498	1065548	3750764	misdemeanor	drug	2018-05-16	856	6659898	18.39452054794521	M	White	2016-09-07	1	0	0
355	3530	13592	3756109	misdemeanor	violent	2018-05-16	821	7357500	33.413698630136984	M	Black	2016-03-13	1	0	1
3598	2627	306222	3753499	felony	violent	2018-05-16	409	6809493	24.671232876712327	M	Black	2016-07-26	0	1	2
4688	1730	957946	3746989	misdemeanor	other	2018-05-17	489	4612868	33.43835616438356	F	White	2017-12-20	0	0	0
4949	2807	1039918	3743125	misdemeanor	property	2018-05-18	735	3743125	43.69315068493151	F	White	2018-05-18	0	0	0
4463	594	909315	3741551	misdemeanor	violent	2018-05-18	410	4524392	22.035616438356165	M	Black	2018-01-11	0	0	0
5609	2865	1306011	3743151	misdemeanor	property	2018-05-18	447	7193530	59.12054794520548	M	White	2016-04-26	0	0	2
4270	6457	720250	3743887	misdemeanor	property	2018-05-18	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
1703	5132	56410	3740185	misdemeanor	property	2018-05-19	741	4937826	33.4027397260274	M	Black	2017-10-27	0	0	0
2380	2868	75570	3740276	misdemeanor	drug	2018-05-19	677	4741552	26.2027397260274	M	White	2017-11-28	0	0	0
4849	1871	1002535	3740196	misdemeanor	property	2018-05-19	388	5559287	23.715068493150685	M	Black	2017-07-04	0	0	0
3347	3764	207810	3739546	misdemeanor	violent	2018-05-20	511	3739546	27.51780821917808	M	Black	2018-05-20	0	0	0
6292	4434	2871550	3732305	misdemeanor	other	2018-05-21	184	3732305	54.35342465753425	M	White	2018-05-21	0	0	0
1935	2910	64186	3733495	misdemeanor	drug	2018-05-21	917	6203506	35.85753424657534	M	Black	2017-01-24	0	0	0
1694	2036	56410	3729638	misdemeanor	property	2018-05-21	741	4937826	33.4027397260274	M	Black	2017-10-27	0	0	0
2140	6170	69058	3734869	misdemeanor	other	2018-05-21	402	7255033	49.24931506849315	F	mixed	2016-04-10	1	0	0
45	1263	2743	3720813	misdemeanor	drug	2018-05-22	170	5728038	19.27123287671233	M	Black	2017-05-26	1	0	2
4931	1016	1023661	3720697	misdemeanor	violent	2018-05-22	257	3720697	32.657534246575345	M	Black	2018-05-22	0	0	0
5160	3377	1072559	3726445	misdemeanor	property	2018-05-22	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
1325	5362	46047	3717016	felony	property	2018-05-23	334	7023735	31.136986301369863	M	White	2016-05-23	1	1	1
1724	691	57158	3715828	misdemeanor	violent	2018-05-23	168	3882249	29.983561643835618	M	Black	2018-04-23	1	0	0
4796	4914	990371	3711442	felony	violent	2018-05-24	989	3711442	40.96438356164384	M	Black	2018-05-24	0	1	0
3098	3529	98350	3714377	misdemeanor	other	2018-05-24	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
4288	2956	725268	3714797	misdemeanor	drug	2018-05-24	492	6889724	30.73972602739726	M	mixed	2016-07-05	0	0	0
5120	224	1065717	3706923	misdemeanor	property	2018-05-25	12	12005804	29.301369863013697	F	White	2018-05-25	0	0	0
3579	6169	276664	3710052	misdemeanor	property	2018-05-25	436	2797309	42.106849315068494	M	Black	2018-10-26	1	0	0
5121	248	1065717	12005804	misdemeanor	property	2018-05-25	12	12005804	29.301369863013697	F	White	2018-05-25	0	0	0
6509	6453	3593307	3702546	misdemeanor	other	2018-05-27	49	3702546	40.92876712328767	F	mixed	2018-05-27	0	0	0
5197	5952	1072559	3696388	misdemeanor	other	2018-05-28	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
5149	3354	1072559	3692085	misdemeanor	property	2018-05-29	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
